review_id,sentiment_score,review_length,exclamation_count,exclamation_ratio,capital_ratio,avg_word_length,readability_score
0,0.2761666666666666,105,0,0.0,0.02947845804988662,4.438095238095238,71.85026785714287
1,0.32168650793650794,45,0,0.0,0.048672566371681415,5.333333333333333,63.00181818181821
2,0.19488095238095235,207,0,0.0,0.032520325203252036,4.328502415458937,62.92478260869568
3,0.27999999999999997,127,2,0.015748031496062992,0.025,4.559055118110236,63.85149606299214
4,0.4290476190476191,72,0,0.0,0.029605263157894735,4.319444444444445,72.369
5,0.22604166666666672,183,3,0.01639344262295082,0.023142509135200974,4.693989071038251,57.115191011235964
6,0.31043956043956045,118,0,0.0,0.038314176245210725,4.610169491525424,63.18430743243246
7,0.35037433155080216,131,1,0.007633587786259542,0.03590664272890485,4.511450381679389,72.04498265093686
8,0.105978835978836,164,0,0.0,0.04126984126984127,3.981707317073171,82.76571544715449
9,0.3881547619047619,86,1,0.011627906976744186,0.05235602094240838,4.627906976744186,57.667857142857144
10,0.3847999338624339,298,3,0.010067114093959731,0.02764612954186414,4.449664429530201,63.1069425087108
11,0.3770588235294118,105,1,0.009523809523809525,0.026004728132387706,4.171428571428572,35.91321428571432
12,0.1820214285714286,306,3,0.00980392156862745,0.03175965665236052,4.104575163398692,86.0687456140351
13,0.2726190476190476,95,0,0.0,0.03194103194103194,4.3578947368421055,68.21947368421056
14,0.32603603603603604,385,0,0.0,0.028205128205128206,4.189610389610389,71.54458874458878
15,0.5316666666666666,66,0,0.0,0.046263345195729534,4.4393939393939394,70.0518181818182
16,0.3531144781144781,54,0,0.0,0.021367521367521368,4.5,75.63250000000004
17,0.5425000000000001,66,2,0.030303030303030304,0.044673539518900345,4.636363636363637,76.68852272727274
18,0.23207142857142857,205,0,0.0,0.0196319018404908,4.195121951219512,71.64421617161717
19,0.3870138888888889,88,0,0.0,0.02349869451697128,4.443181818181818,64.33454545454546
20,0.2736734693877551,86,0,0.0,0.024390243902439025,4.372093023255814,73.29793023255816
21,0.16176136363636365,137,0,0.0,0.0208,4.678832116788321,56.68670164233578
22,0.31392857142857145,45,1,0.022222222222222223,0.019417475728155338,4.733333333333333,59.280151515151545
23,0.31142424242424244,88,0,0.0,0.049315068493150684,4.636363636363637,82.67786713286714
24,0.20124999999999998,74,0,0.0,0.0243161094224924,4.675675675675675,67.1994864864865
25,0.34052827380952383,146,2,0.0136986301369863,0.05815831987075929,4.493150684931507,78.96590621707062
26,0.25833333333333336,82,0,0.0,0.020771513353115726,4.280487804878049,79.79631707317075
27,0.2857796717171717,83,3,0.03614457831325301,0.02735562310030395,4.072289156626506,83.73151606425705
28,0.2939529914529915,186,1,0.005376344086021506,0.018847006651884702,4.994623655913978,54.65088709677423
29,0.21011111111111117,142,3,0.02112676056338028,0.022452504317789293,4.225352112676056,79.79198943661974
30,0.1875,30,0,0.0,0.022556390977443608,4.566666666666666,66.67612068965518
31,0.2760714285714286,96,2,0.020833333333333332,0.052980132450331126,5.03125,69.54000000000003
32,0.39038461538461533,104,0,0.0,0.03211009174311927,4.269230769230769,74.54358974358975
33,0.33776537698412695,336,1,0.002976190476190476,0.0303886925795053,4.407738095238095,75.98017564870261
34,0.4130769230769232,99,0,0.0,0.032467532467532464,4.828282828282828,67.80909090909094
35,0.351984126984127,65,1,0.015384615384615385,0.021875,5.061538461538461,49.775096153846164
36,0.4277777777777778,65,0,0.0,0.02564102564102564,5.0,67.25615384615384
37,0.7735714285714286,62,0,0.0,0.029197080291970802,4.548387096774194,70.07803225806454
38,0.3148809523809524,111,0,0.0,0.02912621359223301,4.7207207207207205,59.25209459459461
39,0.6607142857142857,47,0,0.0,0.05970149253731343,4.48936170212766,88.42000000000003
40,0.5192460317460318,95,0,0.0,0.015228426395939087,4.221052631578948,74.45315789473686
41,0.25992063492063494,153,1,0.006535947712418301,0.03322784810126582,4.366013071895424,76.29373529411764
42,0.17163359788359794,179,0,0.0,0.03508771929824561,4.279329608938547,28.266722846441965
43,0.36769841269841275,126,2,0.015873015873015872,0.034722222222222224,4.761904761904762,66.5486116322702
44,0.37083333333333335,43,1,0.023255813953488372,0.056818181818181816,4.558139534883721,76.1246046511628
45,0.22814094387755102,149,5,0.03355704697986577,0.040345821325648415,4.845637583892618,65.7465049044915
46,0.5529999999999999,116,0,0.0,0.030042918454935622,4.258620689655173,79.25105363984677
47,0.31428571428571433,76,0,0.0,0.01775147928994083,4.618421052631579,65.62015789473685
48,0.25555555555555554,96,0,0.0,0.018823529411764704,4.6875,64.65736842105264
49,0.3900793650793651,125,0,0.0,0.01867572156196944,4.88,61.49470000000002
50,0.5129411764705882,124,1,0.008064516129032258,0.02702702702702703,4.637096774193548,70.53995601173023
51,0.2825661375661376,164,0,0.0,0.02158273381294964,4.475609756097561,68.92910199556543
52,0.5070877425044092,357,1,0.0028011204481792717,0.029803424223208624,4.5210084033613445,70.63915966386557
53,0.5986111111111111,53,1,0.018867924528301886,0.05429864253393665,4.320754716981132,72.37880503144656
54,0.17893004115226338,224,0,0.0,0.03932584269662921,4.129464285714286,84.6771031746032
55,0.41954545454545455,92,0,0.0,0.06315789473684211,4.326086956521739,84.8146739130435
56,0.5645833333333333,52,1,0.019230769230769232,0.04,5.0576923076923075,71.00592307692308
57,0.30948412698412703,234,0,0.0,0.03419689119170984,4.286324786324786,78.3092307692308
58,0.5747619047619048,41,0,0.0,0.029940119760479042,4.2682926829268295,83.60235772357724
59,0.5845454545454545,94,0,0.0,0.034912718204488775,4.531914893617022,71.60875000000001
60,0.37146825396825395,63,0,0.0,0.0380952380952381,5.238095238095238,70.12857142857146
61,0.32302827380952376,183,1,0.00546448087431694,0.03975155279503106,4.584699453551913,60.86239502762433
62,0.1503627734877735,423,5,0.01182033096926714,0.030420353982300884,4.508274231678487,75.89503613099974
63,0.42045454545454547,91,5,0.054945054945054944,0.032663316582914576,4.615384615384615,74.49919540229887
64,0.3235930735930736,250,1,0.004,0.03148148148148148,4.448,69.06932941176471
65,0.37432539682539684,279,0,0.0,0.023430962343096235,4.480286738351254,79.6000280504909
66,0.14686628186628187,418,0,0.0,0.02400408580183861,4.851674641148326,58.42368421052632
67,0.5454545454545455,111,2,0.018018018018018018,0.039337474120082816,4.5225225225225225,75.76037079510705
68,0.1,49,1,0.02040816326530612,0.055,4.428571428571429,82.17676020408165
69,0.35095238095238096,43,0,0.0,0.022099447513812154,4.325581395348837,81.81212209302328
70,0.4606060606060606,87,0,0.0,0.042666666666666665,4.517241379310345,68.41066810344827
71,0.3030555555555557,102,1,0.00980392156862745,0.014522821576763486,4.833333333333333,57.70352941176472
72,0.31315789473684214,174,0,0.0,0.030612244897959183,4.666666666666667,65.82437304075236
73,0.20720695970695965,251,2,0.00796812749003984,0.02702702702702703,4.45816733067729,70.87138379814078
74,0.3895833333333333,78,4,0.05128205128205128,0.03927492447129909,4.371794871794871,72.61545454545457
75,0.30723684210526314,125,1,0.008,0.04483430799220273,4.288,80.52928333333335
76,0.2990992647058824,144,3,0.020833333333333332,0.030063291139240507,4.520833333333333,67.23522727272729
77,0.41869047619047617,166,3,0.018072289156626505,0.032467532467532464,4.765060240963855,69.46163654618478
78,0.11111111111111112,83,0,0.0,0.02857142857142857,4.27710843373494,72.76913253012052
79,0.49068181818181816,88,0,0.0,0.03324808184143223,4.590909090909091,77.42227272727276
80,0.5166666666666667,77,2,0.025974025974025976,0.023333333333333334,3.987012987012987,81.40506493506496
81,0.3869444444444445,101,0,0.0,0.03686635944700461,4.396039603960396,58.55618181818184
82,0.2729166666666667,179,0,0.0,0.034220532319391636,4.569832402234637,74.86806843575421
83,0.2569230769230769,166,0,0.0,0.0,4.198795180722891,82.6059943714822
84,0.34866666666666674,197,0,0.0,0.026347305389221556,4.324873096446701,73.59717005076143
85,0.4765625,61,0,0.0,0.027559055118110236,4.311475409836065,78.71786885245903
86,0.38385714285714284,67,1,0.014925373134328358,0.04513888888888889,4.432835820895522,68.77000000000002
87,0.20069444444444443,135,0,0.0,0.04036697247706422,4.229629629629629,87.25461538461538
88,0.54,79,0,0.0,0.019417475728155338,5.481012658227848,38.23617088607597
89,0.4660526315789474,117,0,0.0,0.01968503937007874,4.495726495726496,66.03224137931038
90,0.41250000000000003,50,0,0.0,0.03349282296650718,4.42,78.24633333333335
91,0.43517361111111114,113,1,0.008849557522123894,0.0321285140562249,4.610619469026549,67.23181818181823
92,0.32005208333333335,95,3,0.031578947368421054,0.027777777777777776,4.28421052631579,75.51052631578948
93,0.33787545787545786,111,0,0.0,0.028634361233480177,4.27027027027027,73.85457770270271
94,0.66,72,0,0.0,0.03546099290780142,4.083333333333333,78.11500000000001
95,0.305,58,0,0.0,0.023166023166023165,4.568965517241379,60.84163793103451
96,0.2818181818181818,70,6,0.08571428571428572,0.053763440860215055,4.242857142857143,84.34803571428574
97,0.23501984126984124,160,0,0.0,0.0297029702970297,4.575,70.45886363636366
98,0.27046957671957667,172,0,0.0,0.025606469002695417,4.52906976744186,69.75218421052632
99,0.41978609625668445,143,0,0.0,0.02671118530884808,4.405594405594406,72.81560489510493
100,0.33769841269841266,99,0,0.0,0.0070921985815602835,4.414141414141414,68.9825
101,0.1838888888888889,72,0,0.0,0.02422145328719723,4.347222222222222,87.25000000000003
102,0.8266666666666665,46,0,0.0,0.03636363636363636,5.021739130434782,68.47507246376813
103,0.50125,77,0,0.0,0.07120743034055728,4.35064935064935,78.40588474025975
104,0.41181818181818175,81,0,0.0,0.05080213903743316,4.802469135802469,66.61250000000001
105,0.32295833333333335,120,2,0.016666666666666666,0.0,5.183333333333334,65.14876923076926
106,0.24815018315018317,109,0,0.0,0.031042128603104215,4.238532110091743,73.83183486238534
107,0.4468750000000001,91,2,0.02197802197802198,0.02247191011235955,5.087912087912088,53.55980219780224
108,0.4749880952380952,142,0,0.0,0.024761904761904763,3.9295774647887325,79.60133802816902
109,0.29583333333333334,84,0,0.0,0.07492795389048991,4.214285714285714,78.81785714285714
110,0.30095238095238097,205,1,0.004878048780487805,0.03156708004509583,4.443902439024391,71.46809959349595
111,0.315,81,0,0.0,0.029023746701846966,4.827160493827161,58.792
112,0.032707070707070685,74,0,0.0,0.08178438661710037,3.7837837837837838,75.98000000000002
113,0.490625,80,2,0.025,0.05217391304347826,4.4625,71.56099859353027
114,0.414004329004329,80,0,0.0,0.05357142857142857,4.375,1.3164788732394754
115,0.5733333333333334,41,0,0.0,0.025906735751295335,4.804878048780488,70.47628048780489
116,0.3215367965367965,77,0,0.0,0.018018018018018018,4.467532467532467,78.81000000000003
117,0.23324175824175825,113,1,0.008849557522123894,0.03435114503816794,4.752212389380531,70.00274705014752
118,0.30634920634920637,184,1,0.005434782608695652,0.028930817610062894,4.445652173913044,61.95693681318683
119,0.5240211640211639,129,0,0.0,0.03288201160541586,4.209302325581396,74.43808333333337
120,0.26651785714285714,77,0,0.0,0.03550295857988166,4.545454545454546,66.35981601731602
121,0.334375,65,0,0.0,0.021897810218978103,4.369230769230769,60.98903688524592
122,0.33911111111111114,142,0,0.0,0.0358814352574103,4.795774647887324,67.94800176056339
123,0.322579365079365,385,2,0.005194805194805195,0.033836858006042296,4.490909090909091,70.84831308900526
124,0.19722222222222222,107,2,0.018691588785046728,0.018947368421052633,4.616822429906542,60.64818535825549
125,0.4607638888888889,86,0,0.0,0.026252983293556086,5.069767441860465,65.3866666666667
126,0.32872549019607844,192,1,0.005208333333333333,0.03300733496332518,4.401041666666667,68.9098557692308
127,0.29305555555555557,74,1,0.013513513513513514,0.026706231454005934,4.756756756756757,65.84747716894978
128,0.0063095238095238065,126,1,0.007936507936507936,0.03137254901960784,4.238095238095238,74.81991039426524
129,0.2740740740740741,116,0,0.0,0.020161290322580645,4.448275862068965,66.87545977011497
130,0.3364583333333333,41,3,0.07317073170731707,0.035897435897435895,5.2439024390243905,70.8948780487805
131,0.19400000000000003,135,1,0.007407407407407408,0.02434782608695652,4.362962962962963,65.62687500000004
132,0.29279519331243475,198,6,0.030303030303030304,0.04009433962264151,4.41919191919192,69.39952380952384
133,0.37523809523809526,74,0,0.0,0.02572347266881029,4.364864864864865,66.62631849315069
134,0.23333333333333336,56,0,0.0,0.04048582995951417,4.964285714285714,82.54738095238096
135,0.6733333333333333,41,1,0.024390243902439025,0.041176470588235294,4.341463414634147,78.81661585365856
136,0.29305555555555557,118,5,0.0423728813559322,0.04364326375711575,4.635593220338983,64.85550156739816
137,0.38774691358024677,237,0,0.0,0.03466955579631636,4.109704641350211,88.64835443037975
138,0.3519166666666666,149,0,0.0,0.030716723549488054,4.053691275167785,82.67015592515594
139,0.28416666666666673,113,0,0.0,0.030927835051546393,4.486725663716814,69.73785714285715
140,0.4120098039215686,158,1,0.006329113924050633,0.037089871611982884,4.60126582278481,69.0240568348849
141,0.25737103174603176,234,8,0.03418803418803419,0.02809573361082206,4.222222222222222,77.31758181330474
