review_id,repeated_word_ratio,generic_phrase_count,adjective_ratio,superlative_count
0,0.017857142857142905,0,0.10833333333333334,0.0
1,0.09999999999999998,0,0.125,1.0
2,0.12149532710280375,0,0.08974358974358974,1.0
3,0.140625,0,0.07586206896551724,1.0
4,0.0,0,0.1,0.0
5,0.1630434782608695,0,0.07142857142857142,0.0
6,0.03389830508474578,0,0.07692307692307693,0.0
7,0.1029411764705882,0,0.09933774834437085,1.0
8,0.20512820512820518,0,0.08152173913043478,0.0
9,0.08333333333333337,0,0.08823529411764706,1.0
10,0.1610738255033557,1,0.06470588235294118,1.0
11,0.11538461538461542,0,0.11965811965811966,0.0
12,0.18840579710144922,0,0.06868131868131869,0.0
13,0.08333333333333337,0,0.06796116504854369,0.0
14,0.24309392265193375,0,0.07551487414187644,0.0
15,0.05882352941176472,0,0.13924050632911392,0.0
16,0.0625,0,0.15873015873015872,0.0
17,0.06060606060606055,0,0.12195121951219512,0.0
18,0.1578947368421053,1,0.07234042553191489,0.0
19,0.0714285714285714,0,0.08247422680412371,1.0
20,0.07499999999999996,1,0.1276595744680851,0.0
21,0.12307692307692308,0,0.09090909090909091,0.0
22,0.040000000000000036,1,0.0784313725490196,0.0
23,0.07407407407407407,1,0.125,0.0
24,0.024390243902439046,0,0.13186813186813187,0.0
25,0.13580246913580252,0,0.10465116279069768,1.0
26,0.11428571428571432,0,0.11578947368421053,1.0
27,0.050000000000000044,0,0.10869565217391304,0.0
28,0.08602150537634412,0,0.11059907834101383,0.0
29,0.12307692307692308,1,0.07317073170731707,0.0
30,0.0,0,0.11764705882352941,0.0
31,0.08620689655172409,0,0.08130081300813008,0.0
32,0.07692307692307687,0,0.13274336283185842,1.0
33,0.13414634146341464,0,0.08163265306122448,0.0
34,0.06382978723404253,0,0.10256410256410256,0.0
35,0.09375,0,0.09333333333333334,0.0
36,0.1282051282051282,0,0.17721518987341772,0.0
37,0.19354838709677424,0,0.12857142857142856,0.0
38,0.10169491525423724,0,0.09090909090909091,0.0
39,0.12,0,0.1206896551724138,0.0
40,0.21999999999999997,0,0.11650485436893204,0.0
41,0.11111111111111116,0,0.0962566844919786,0.0
42,0.19780219780219777,0,0.11557788944723618,0.0
43,0.109375,1,0.07482993197278912,0.0
44,0.07999999999999996,0,0.07017543859649122,0.0
45,0.07999999999999996,0,0.07647058823529412,0.0
46,0.037735849056603765,0,0.06293706293706294,0.0
47,0.07499999999999996,0,0.05747126436781609,0.0
48,0.04347826086956519,0,0.09243697478991597,0.0
49,0.0625,0,0.07194244604316546,1.0
50,0.171875,0,0.11188811188811189,0.0
51,0.18823529411764706,1,0.08743169398907104,0.0
52,0.2640449438202247,0,0.0792838874680307,1.0
53,0.0357142857142857,0,0.11475409836065574,0.0
54,0.13207547169811318,0,0.07569721115537849,1.0
55,0.1063829787234043,0,0.04854368932038835,1.0
56,0.11111111111111116,0,0.12121212121212122,0.0
57,0.1428571428571429,0,0.07169811320754717,0.0
58,0.09523809523809523,0,0.1,0.0
59,0.06666666666666665,0,0.12612612612612611,0.0
60,0.06818181818181823,0,0.16883116883116883,0.0
61,0.19999999999999996,0,0.06944444444444445,0.0
62,0.28899082568807344,0,0.0682261208576998,0.0
63,0.13725490196078427,1,0.09433962264150944,0.0
64,0.17796610169491522,0,0.0673758865248227,0.0
65,0.18000000000000005,0,0.07716049382716049,0.0
66,0.19383259911894268,0,0.09795918367346938,1.0
67,0.09677419354838712,0,0.06201550387596899,1.0
68,0.040000000000000036,0,0.06451612903225806,0.0
69,0.0,0,0.14285714285714285,0.0
70,0.1777777777777778,0,0.09900990099009901,0.0
71,0.018181818181818188,0,0.12280701754385964,0.0
72,0.07608695652173914,0,0.12135922330097088,0.0
73,0.17391304347826086,1,0.08650519031141868,0.0
74,0.07317073170731703,0,0.10227272727272728,1.0
75,0.08064516129032262,0,0.0945945945945946,0.0
76,0.18840579710144922,1,0.07926829268292683,0.0
77,0.16091954022988508,1,0.0972972972972973,1.0
78,0.07894736842105265,0,0.033707865168539325,0.0
79,0.12765957446808507,0,0.09803921568627451,0.0
80,0.11111111111111116,0,0.09195402298850575,2.0
81,0.07407407407407407,0,0.10909090909090909,0.0
82,0.1717171717171717,0,0.0966183574879227,0.0
83,0.1785714285714286,0,0.05612244897959184,0.0
84,0.25,0,0.08837209302325581,0.0
85,0.16129032258064513,0,0.08450704225352113,1.0
86,0.05714285714285716,0,0.07894736842105263,1.0
87,0.10606060606060608,1,0.08588957055214724,0.0
88,0.050000000000000044,0,0.0660377358490566,0.0
89,0.16129032258064513,0,0.14814814814814814,2.0
90,0.07692307692307687,0,0.13333333333333333,1.0
91,0.0892857142857143,0,0.1791044776119403,1.0
92,0.11627906976744184,1,0.09523809523809523,0.0
93,0.09090909090909094,0,0.07258064516129033,0.0
94,0.13793103448275867,0,0.04819277108433735,1.0
95,0.16129032258064513,0,0.12121212121212122,0.0
96,0.11111111111111116,0,0.09411764705882353,1.0
97,0.13095238095238093,0,0.10810810810810811,0.0
98,0.13793103448275867,1,0.07106598984771574,0.0
99,0.20512820512820518,0,0.10909090909090909,0.0
100,0.1636363636363637,0,0.08256880733944955,0.0
101,0.0625,0,0.08333333333333333,0.0
102,0.13043478260869568,0,0.08771929824561403,0.0
103,0.16279069767441856,1,0.06818181818181818,0.0
104,0.12195121951219512,0,0.08080808080808081,0.0
105,0.11428571428571432,0,0.11538461538461539,1.0
106,0.16981132075471694,0,0.09166666666666666,1.0
107,0.09999999999999998,0,0.09734513274336283,0.0
108,0.125,0,0.05521472392638037,1.0
109,0.10810810810810811,0,0.054945054945054944,0.0
110,0.1428571428571429,0,0.06521739130434782,0.0
111,0.09302325581395354,0,0.0851063829787234,0.0
112,0.1875,0,0.08333333333333333,0.0
113,0.10256410256410253,0,0.10869565217391304,1.0
114,0.0714285714285714,0,0.10465116279069768,0.0
115,0.04347826086956519,0,0.1111111111111111,0.0
116,0.07692307692307687,0,0.10227272727272728,0.0
117,0.2295081967213115,0,0.07086614173228346,0.0
118,0.10869565217391308,0,0.0825242718446602,0.0
119,0.18867924528301883,0,0.1048951048951049,1.0
120,0.11904761904761907,0,0.11494252873563218,1.0
121,0.038461538461538436,0,0.041666666666666664,0.0
122,0.22972972972972971,2,0.09195402298850575,2.0
123,0.20618556701030932,0,0.08558558558558559,2.0
124,0.0892857142857143,0,0.05426356589147287,0.0
125,0.0888888888888889,0,0.11818181818181818,0.0
126,0.22580645161290325,0,0.06787330316742081,1.0
127,0.1428571428571429,0,0.10869565217391304,0.0
128,0.19298245614035092,0,0.09655172413793103,0.0
129,0.18367346938775508,1,0.04477611940298507,0.0
130,0.12,0,0.16363636363636364,0.0
131,0.19117647058823528,2,0.06040268456375839,0.0
132,0.16161616161616166,1,0.09545454545454546,0.0
133,0.0,1,0.08536585365853659,0.0
134,0.07692307692307687,0,0.08955223880597014,0.0
135,0.05555555555555558,0,0.08333333333333333,0.0
136,0.08333333333333337,0,0.11678832116788321,1.0
137,0.23809523809523814,1,0.07885304659498207,1.0
138,0.14754098360655743,1,0.07784431137724551,1.0
139,0.16393442622950816,0,0.07462686567164178,0.0
140,0.13953488372093026,1,0.09289617486338798,1.0
141,0.15384615384615385,0,0.06153846153846154,3.0
142,0.09615384615384615,0,0.1262135922330097,0.0
